Latitude (decimal degrees):	42.469
Longitude (decimal degrees):	12.739
Elevation (m):	943
Radiation database:	PVGIS-SARAH3


Slope: 36 deg. (optimum)
Azimuth: -15 deg. (optimum)
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230119:0910,13.5,27.65,20.49,3.78,1.86,0.0
20230119:1010,473.83,547.19,25.19,4.39,2.76,0.0
20230119:1110,733.39,863.6,27.15,4.76,3.1,0.0
20230119:1210,20.39,36.87,26.1,4.68,3.52,0.0
20230119:1310,276.6,323.13,22.18,4.39,3.03,0.0
20230119:1410,77.26,103.89,15.86,3.98,3.03,0.0
20230119:1510,25.64,43.29,7.73,3.14,2.83,0.0
20230119:1610,0.0,0.0,0.0,2.17,2.28,0.0
20230119:1710,0.0,0.0,0.0,1.38,2.0,0.0
20230119:1810,0.0,0.0,0.0,0.85,1.93,0.0
20230119:1910,0.0,0.0,0.0,0.57,1.59,0.0
20230119:2010,0.0,0.0,0.0,0.53,1.38,0.0
20230119:2110,0.0,0.0,0.0,0.69,1.17,0.0
20230119:2210,0.0,0.0,0.0,0.42,1.17,0.0
20230119:2310,0.0,0.0,0.0,-0.19,1.24,0.0
20230120:0010,0.0,0.0,0.0,-0.62,1.31,0.0
20230120:0110,0.0,0.0,0.0,-0.3,1.45,0.0
20230120:0210,0.0,0.0,0.0,-0.31,1.45,0.0
20230120:0310,0.0,0.0,0.0,-0.38,1.38,0.0
20230120:0410,0.0,0.0,0.0,-0.11,1.24,0.0
20230120:0510,0.0,0.0,0.0,0.11,1.31,0.0
20230120:0610,0.0,0.0,0.0,-0.02,1.1,0.0
20230120:0710,242.9,283.89,5.11,-0.52,1.1,0.0
20230120:0810,232.76,270.87,13.7,0.16,0.76,0.0
20230120:0910,241.14,282.41,20.65,1.42,0.76,0.0
20230120:1010,328.31,382.61,25.38,2.46,0.69,0.0
20230120:1110,226.94,270.71,27.36,3.59,0.69,0.0
20230120:1210,121.1,153.65,26.32,4.26,1.03,0.0
20230120:1310,65.82,91.24,22.4,4.59,1.66,0.0
20230120:1410,29.64,48.48,16.08,4.43,2.14,0.0
20230120:1510,20.07,36.36,7.94,3.96,2.48,0.0
20230120:1610,0.0,0.0,0.0,3.24,2.83,0.0
20230120:1710,0.0,0.0,0.0,2.54,2.69,0.0
20230120:1810,0.0,0.0,0.0,2.14,2.9,0.0
20230120:1910,0.0,0.0,0.0,1.81,2.62,0.0
20230120:2010,0.0,0.0,0.0,1.62,2.41,0.0
20230120:2110,0.0,0.0,0.0,1.3,2.34,0.0
20230120:2210,0.0,0.0,0.0,1.02,2.41,0.0
20230120:2310,0.0,0.0,0.0,0.9,2.55,0.0
20230121:0010,0.0,0.0,0.0,0.88,2.97,0.0
20230121:0110,0.0,0.0,0.0,0.73,3.03,0.0
20230121:0210,0.0,0.0,0.0,0.64,3.1,0.0
20230121:0310,0.0,0.0,0.0,0.52,3.03,0.0
20230121:0410,0.0,0.0,0.0,0.32,2.97,0.0
20230121:0510,0.0,0.0,0.0,0.08,2.83,0.0
20230121:0610,0.0,0.0,0.0,-0.11,2.62,0.0
20230121:0710,22.41,38.72,5.23,-0.04,2.07,0.0
20230121:0810,52.42,74.35,13.84,0.23,1.93,0.0
20230121:0910,154.67,186.61,20.82,0.56,2.07,0.0
20230121:1010,386.55,440.6,25.58,1.26,2.62,0.0
20230121:1110,494.04,563.58,27.58,1.75,2.97,0.0
20230121:1210,211.52,249.51,26.55,1.9,2.9,0.0
20230121:1310,324.8,372.83,22.63,1.87,2.83,0.0
20230121:1410,84.36,110.82,16.3,1.44,2.62,0.0
20230121:1510,28.75,46.75,8.16,0.86,2.34,0.0
20230121:1610,0.0,0.0,0.0,0.41,2.14,0.0
20230121:1710,0.0,0.0,0.0,0.08,1.93,0.0
20230121:1810,0.0,0.0,0.0,-0.13,1.72,0.0
20230121:1910,0.0,0.0,0.0,-0.24,1.38,0.0
20230121:2010,0.0,0.0,0.0,-0.47,1.24,0.0
20230121:2110,0.0,0.0,0.0,-0.58,1.17,0.0
20230121:2210,0.0,0.0,0.0,-1.05,1.03,0.0
20230121:2310,0.0,0.0,0.0,-1.34,1.03,0.0
20230122:0010,0.0,0.0,0.0,-1.8,1.1,0.0
20230122:0110,0.0,0.0,0.0,-2.26,1.17,0.0
20230122:0210,0.0,0.0,0.0,-2.61,1.24,0.0
20230122:0310,0.0,0.0,0.0,-2.58,1.24,0.0
20230122:0410,0.0,0.0,0.0,-2.43,1.31,0.0
20230122:0510,0.0,0.0,0.0,-2.3,1.38,0.0
20230122:0610,0.0,0.0,0.0,-2.48,1.45,0.0
20230122:0710,230.65,267.69,5.35,-2.58,1.24,0.0
20230122:0810,233.88,270.49,13.99,-0.82,1.1,0.0
20230122:0910,324.69,375.76,21.0,1.65,0.83,0.0
20230122:1010,753.37,919.3,25.78,3.44,0.76,0.0
20230122:1110,759.64,939.48,27.8,4.58,0.55,0.0
20230122:1210,713.4,883.54,26.78,5.0,0.21,0.0
20230122:1310,521.96,626.97,22.87,5.2,0.14,0.0
20230122:1410,348.44,416.19,16.53,5.17,0.28,0.0
20230122:1510,14.12,28.57,8.38,4.31,0.69,0.0
20230122:1610,0.0,0.0,0.0,2.69,0.9,0.0
20230122:1710,0.0,0.0,0.0,2.3,0.97,0.0
20230122:1810,0.0,0.0,0.0,0.62,1.17,0.0
20230122:1910,0.0,0.0,0.0,-0.58,1.38,0.0
20230122:2010,0.0,0.0,0.0,-1.3,1.45,0.0
20230122:2110,0.0,0.0,0.0,-1.89,1.45,0.0
20230122:2210,0.0,0.0,0.0,-2.17,1.45,0.0
20230122:2310,0.0,0.0,0.0,-2.34,1.45,0.0
20230123:0010,0.0,0.0,0.0,-2.06,1.38,0.0
20230123:0110,0.0,0.0,0.0,-1.58,1.24,0.0
20230123:0210,0.0,0.0,0.0,-1.48,1.1,0.0
20230123:0310,0.0,0.0,0.0,-1.15,1.03,0.0
20230123:0410,0.0,0.0,0.0,-0.54,0.83,0.0
20230123:0510,0.0,0.0,0.0,-0.41,0.69,0.0
20230123:0610,0.0,0.0,0.0,-0.41,0.48,0.0
20230123:0710,3.18,11.98,5.49,-0.64,0.21,0.0
20230123:0810,23.86,40.55,14.15,-0.51,0.62,0.0
20230123:0910,33.66,52.53,21.18,0.0,1.31,0.0
20230123:1010,54.83,77.42,25.99,0.96,1.79,0.0
20230123:1110,95.49,123.5,28.03,1.99,2.34,0.0
20230123:1210,106.64,136.4,27.02,2.99,2.48,0.0
20230123:1310,70.23,95.85,23.1,3.5,1.86,0.0
20230123:1410,40.73,61.75,16.76,3.72,1.59,0.0
20230123:1510,1.34,8.66,8.6,3.29,1.45,0.0
20230123:1610,0.0,0.0,0.0,2.48,1.24,0.0
20230123:1710,0.0,0.0,0.0,1.78,1.1,0.0
20230123:1810,0.0,0.0,0.0,1.18,1.03,0.0
20230123:1910,0.0,0.0,0.0,-0.36,1.24,0.0
20230123:2010,0.0,0.0,0.0,-1.73,1.45,0.0
20230123:2110,0.0,0.0,0.0,-2.84,1.59,0.0
20230123:2210,0.0,0.0,0.0,-4.04,1.66,0.0
20230123:2310,0.0,0.0,0.0,-5.33,1.72,0.0
20230124:0010,0.0,0.0,0.0,-6.46,1.72,0.0
20230124:0110,0.0,0.0,0.0,-6.87,1.72,0.0
20230124:0210,0.0,0.0,0.0,-7.73,1.72,0.0
20230124:0310,0.0,0.0,0.0,-8.23,1.72,0.0
20230124:0410,0.0,0.0,0.0,-8.68,1.72,0.0
20230124:0510,0.0,0.0,0.0,-8.94,1.72,0.0
20230124:0610,0.0,0.0,0.0,-8.48,1.72,0.0
20230124:0710,188.67,219.01,5.62,-5.39,1.59,0.0
20230124:0810,74.64,98.22,14.31,-2.45,1.31,0.0
20230124:0910,427.68,491.38,21.37,0.92,1.1,0.0
20230124:1010,436.8,513.46,26.21,4.59,0.83,0.0
20230124:1110,431.1,512.28,28.27,6.32,0.69,0.0
20230124:1210,538.83,647.8,27.27,7.0,0.76,0.0
20230124:1310,465.23,555.63,23.35,7.34,0.83,0.0
20230124:1410,302.91,362.05,17.0,6.22,0.83,0.0
20230124:1510,21.79,38.96,8.82,6.41,0.83,0.0
20230124:1610,0.0,0.0,0.0,3.42,0.97,0.0
20230124:1710,0.0,0.0,0.0,2.15,1.31,0.0
20230124:1810,0.0,0.0,0.0,-0.39,1.59,0.0
20230124:1910,0.0,0.0,0.0,-1.43,1.79,0.0
20230124:2010,0.0,0.0,0.0,-2.14,1.79,0.0
20230124:2110,0.0,0.0,0.0,-1.83,1.79,0.0
20230124:2210,0.0,0.0,0.0,-1.15,1.79,0.0
20230124:2310,0.0,0.0,0.0,-1.31,1.79,0.0
20230125:0010,0.0,0.0,0.0,-1.41,1.79,0.0
20230125:0110,0.0,0.0,0.0,-1.7,1.86,0.0
20230125:0210,0.0,0.0,0.0,-1.89,1.86,0.0
20230125:0310,0.0,0.0,0.0,-2.01,1.86,0.0
20230125:0410,0.0,0.0,0.0,-1.87,1.93,0.0
20230125:0510,0.0,0.0,0.0,-1.65,1.93,0.0
20230125:0610,0.0,0.0,0.0,-1.39,1.93,0.0
20230125:0710,134.62,164.46,5.77,-0.65,1.86,0.0
20230125:0810,171.0,203.77,14.48,0.8,1.66,0.0
20230125:0910,658.05,777.58,21.56,3.48,1.52,0.0
20230125:1010,256.01,304.23,26.43,5.6,1.45,0.0
20230125:1110,161.43,200.28,28.51,6.74,1.52,0.0
20230125:1210,132.04,167.63,27.52,7.23,1.72,0.0
20230125:1310,302.7,356.98,23.6,5.79,1.59,0.0
20230125:1410,105.31,136.28,17.24,5.25,1.24,0.0
20230125:1510,31.46,51.08,9.05,6.12,1.24,0.0
20230125:1610,0.0,0.0,0.0,4.81,1.38,0.0
20230125:1710,0.0,0.0,0.0,3.49,1.52,0.0
20230125:1810,0.0,0.0,0.0,2.84,1.66,0.0
20230125:1910,0.0,0.0,0.0,2.22,1.59,0.0
20230125:2010,0.0,0.0,0.0,1.86,1.59,0.0
20230125:2110,0.0,0.0,0.0,1.45,1.66,0.0
20230125:2210,0.0,0.0,0.0,1.38,1.66,0.0
20230125:2310,0.0,0.0,0.0,0.97,1.66,0.0
20230126:0010,0.0,0.0,0.0,0.66,1.59,0.0
20230126:0110,0.0,0.0,0.0,0.12,1.66,0.0
20230126:0210,0.0,0.0,0.0,-0.03,1.59,0.0
20230126:0310,0.0,0.0,0.0,-0.25,1.72,0.0
20230126:0410,0.0,0.0,0.0,-0.24,1.72,0.0
20230126:0510,0.0,0.0,0.0,-0.02,1.72,0.0
20230126:0610,0.0,0.0,0.0,0.2,1.72,0.0
20230126:0710,271.76,315.97,5.92,0.35,1.86,0.0
20230126:0810,147.47,178.74,14.65,1.15,1.66,0.0
20230126:0910,220.59,261.41,21.77,3.74,1.79,0.0
20230126:1010,145.39,180.96,26.65,5.34,1.86,0.0
20230126:1110,493.97,582.12,28.75,6.51,1.86,0.0
20230126:1210,540.24,640.72,27.77,7.03,1.79,0.0
20230126:1310,441.24,521.08,23.85,7.01,1.59,0.0
20230126:1410,129.62,164.29,17.48,6.71,1.66,0.0
20230126:1510,35.74,56.28,9.28,5.94,1.59,0.0
20230126:1610,0.0,0.0,0.0,4.56,1.52,0.0
20230126:1710,0.0,0.0,0.0,3.14,1.52,0.0
20230126:1810,0.0,0.0,0.0,2.03,1.52,0.0
20230126:1910,0.0,0.0,0.0,1.83,1.45,0.0
20230126:2010,0.0,0.0,0.0,1.13,1.38,0.0
20230126:2110,0.0,0.0,0.0,0.69,1.45,0.0
20230126:2210,0.0,0.0,0.0,-0.2,1.45,0.0
20230126:2310,0.0,0.0,0.0,-0.63,1.59,0.0
20230127:0010,0.0,0.0,0.0,-0.97,1.59,0.0
20230127:0110,0.0,0.0,0.0,-1.26,1.66,0.0
20230127:0210,0.0,0.0,0.0,-1.47,1.66,0.0
20230127:0310,0.0,0.0,0.0,-1.72,1.66,0.0
20230127:0410,0.0,0.0,0.0,-1.94,1.66,0.0
20230127:0510,0.0,0.0,0.0,-2.2,1.66,0.0
20230127:0610,0.0,0.0,0.0,-2.3,1.66,0.0
20230127:0710,279.74,321.27,6.08,-2.4,1.66,0.0
20230127:0810,488.54,557.29,14.83,-0.34,1.45,0.0
20230127:0910,550.36,639.4,21.97,2.13,1.38,0.0
20230127:1010,530.65,621.84,26.89,3.87,1.38,0.0
20230127:1110,214.04,257.5,29.01,5.15,1.38,0.0
20230127:1210,259.0,308.4,28.03,5.75,1.38,0.0
20230127:1310,223.29,267.11,24.11,4.99,1.38,0.0
20230127:1410,294.62,348.98,17.73,4.94,1.31,0.0
20230127:1510,36.7,57.14,9.51,4.48,0.97,0.0
20230127:1610,0.0,0.0,0.0,3.71,0.83,0.0
20230127:1710,0.0,0.0,0.0,2.46,0.97,0.0
20230127:1810,0.0,0.0,0.0,1.93,1.17,0.0
20230127:1910,0.0,0.0,0.0,1.59,1.24,0.0
20230127:2010,0.0,0.0,0.0,0.76,1.24,0.0
20230127:2110,0.0,0.0,0.0,0.69,1.31,0.0
20230127:2210,0.0,0.0,0.0,0.65,1.31,0.0
20230127:2310,0.0,0.0,0.0,0.13,1.31,0.0
20230128:0010,0.0,0.0,0.0,0.57,1.31,0.0
20230128:0110,0.0,0.0,0.0,0.51,1.31,0.0
20230128:0210,0.0,0.0,0.0,0.27,1.45,0.0
20230128:0310,0.0,0.0,0.0,0.34,1.38,0.0
20230128:0410,0.0,0.0,0.0,0.4,1.38,0.0
20230128:0510,0.0,0.0,0.0,0.3,1.45,0.0
20230128:0610,0.0,0.0,0.0,0.18,1.38,0.0
20230128:0710,31.02,49.33,6.24,0.33,1.45,0.0
20230128:0810,281.78,325.19,15.02,1.07,1.31,0.0
20230128:0910,124.36,155.76,22.19,2.68,1.38,0.0
20230128:1010,106.68,137.33,27.13,4.03,1.38,0.0
20230128:1110,76.83,104.15,29.27,5.17,1.24,0.0
20230128:1210,96.68,127.19,28.3,6.03,1.17,0.0
20230128:1310,363.11,426.48,24.37,5.02,1.1,0.0
20230128:1410,344.97,408.73,17.98,5.13,0.97,0.0
20230128:1510,19.18,35.5,9.74,5.88,0.55,0.0
20230128:1610,0.0,0.0,0.0,4.52,0.76,0.0
20230128:1710,0.0,0.0,0.0,2.78,1.1,0.0
20230128:1810,0.0,0.0,0.0,2.05,1.38,0.0
20230128:1910,0.0,0.0,0.0,-0.2,1.45,0.0
20230128:2010,0.0,0.0,0.0,-0.55,1.52,0.0
20230128:2110,0.0,0.0,0.0,-0.22,1.52,0.0
20230128:2210,0.0,0.0,0.0,-0.5,1.52,0.0
20230128:2310,0.0,0.0,0.0,-1.27,1.59,0.0
20230129:0010,0.0,0.0,0.0,-1.75,1.59,0.0
20230129:0110,0.0,0.0,0.0,-1.82,1.59,0.0
20230129:0210,0.0,0.0,0.0,-2.13,1.66,0.0
20230129:0310,0.0,0.0,0.0,-2.34,1.72,0.0
20230129:0410,0.0,0.0,0.0,-2.46,1.72,0.0
20230129:0510,0.0,0.0,0.0,-2.16,1.72,0.0
20230129:0610,0.0,0.0,0.0,-2.14,1.72,0.0
20230129:0710,302.0,346.93,6.41,-1.74,1.66,0.0
20230129:0810,516.91,591.66,15.21,-0.11,1.45,0.0
20230129:0910,658.74,775.45,22.41,2.17,1.38,0.0
20230129:1010,761.94,926.08,27.37,4.08,1.17,0.0
20230129:1110,735.1,897.24,29.53,4.49,0.9,0.0
20230129:1210,673.93,828.18,28.57,6.19,0.48,0.0
20230129:1310,580.35,698.58,24.63,6.26,0.76,0.0
20230129:1410,414.1,489.98,18.23,5.08,1.17,0.0
20230129:1510,18.01,33.77,9.98,4.42,1.17,0.0
20230129:1610,0.0,0.0,0.0,3.7,0.97,0.0
20230129:1710,0.0,0.0,0.0,3.08,0.97,0.0
20230129:1810,0.0,0.0,0.0,1.8,1.1,0.0
20230129:1910,0.0,0.0,0.0,1.2,1.24,0.0
20230129:2010,0.0,0.0,0.0,0.54,1.24,0.0
20230129:2110,0.0,0.0,0.0,-0.11,1.24,0.0
20230129:2210,0.0,0.0,0.0,-0.52,1.24,0.0
20230129:2310,0.0,0.0,0.0,-0.87,1.24,0.0
20230130:0010,0.0,0.0,0.0,-1.22,1.17,0.0
20230130:0110,0.0,0.0,0.0,-1.46,1.17,0.0
20230130:0210,0.0,0.0,0.0,-1.97,1.1,0.0
20230130:0310,0.0,0.0,0.0,-1.92,1.1,0.0
20230130:0410,0.0,0.0,0.0,-2.39,1.1,0.0
20230130:0510,0.0,0.0,0.0,-2.75,1.03,0.0
20230130:0610,0.0,0.0,0.0,-2.79,1.03,0.0
20230130:0710,299.61,345.25,6.58,-2.14,0.9,0.0
20230130:0810,519.69,601.85,15.41,-0.17,0.55,0.0
20230130:0910,658.76,788.0,22.63,2.55,0.62,0.0
20230130:1010,767.7,937.86,27.62,4.23,1.03,0.0
20230130:1110,756.1,925.85,29.8,5.24,1.1,0.0
20230130:1210,709.03,862.73,28.85,6.0,1.17,0.0
20230130:1310,590.62,704.36,24.9,6.28,1.45,0.0
20230130:1410,363.06,430.12,18.48,6.05,1.45,0.0
20230130:1510,42.31,64.07,10.22,5.37,1.17,0.0
20230130:1610,0.0,0.0,0.0,4.25,0.9,0.0
20230130:1710,0.0,0.0,0.0,3.72,0.41,0.0
20230130:1810,0.0,0.0,0.0,2.91,0.62,0.0
20230130:1910,0.0,0.0,0.0,2.47,0.62,0.0
20230130:2010,0.0,0.0,0.0,2.03,0.55,0.0
20230130:2110,0.0,0.0,0.0,1.58,0.76,0.0
20230130:2210,0.0,0.0,0.0,0.77,1.03,0.0
20230130:2310,0.0,0.0,0.0,0.04,1.1,0.0
20230131:0010,0.0,0.0,0.0,-0.18,1.1,0.0
20230131:0110,0.0,0.0,0.0,-0.28,1.24,0.0
20230131:0210,0.0,0.0,0.0,-0.3,1.38,0.0
20230131:0310,0.0,0.0,0.0,-0.94,1.52,0.0
20230131:0410,0.0,0.0,0.0,-1.65,1.59,0.0
20230131:0510,0.0,0.0,0.0,-2.05,1.72,0.0
20230131:0610,0.0,0.0,0.0,-2.09,1.72,0.0
20230131:0710,314.61,361.17,6.76,-1.61,1.66,0.0
20230131:0810,540.78,625.04,15.61,0.92,1.24,0.0
20230131:0910,668.35,800.72,22.86,4.35,1.1,0.0
20230131:1010,763.19,943.99,27.88,6.31,0.97,0.0
20230131:1110,749.03,931.8,30.07,7.45,0.9,0.0
20230131:1210,689.66,855.2,29.13,8.16,0.69,0.0
20230131:1310,596.32,735.02,25.18,8.52,0.28,0.0
20230131:1410,419.92,509.55,18.74,8.51,0.41,0.0
20230131:1510,18.32,34.63,10.46,7.93,0.9,0.0
20230131:1610,0.0,0.0,0.0,6.34,0.9,0.0
20230131:1710,0.0,0.0,0.0,5.71,0.69,0.0
20230131:1810,0.0,0.0,0.0,5.13,0.34,0.0
20230131:1910,0.0,0.0,0.0,4.76,0.14,0.0
20230131:2010,0.0,0.0,0.0,4.14,0.55,0.0
20230131:2110,0.0,0.0,0.0,3.3,0.97,0.0
20230131:2210,0.0,0.0,0.0,1.85,1.17,0.0
20230131:2310,0.0,0.0,0.0,0.66,1.31,0.0
20230201:0010,0.0,0.0,0.0,-0.11,1.38,0.0
20230201:0110,0.0,0.0,0.0,-0.5,1.38,0.0
20230201:0210,0.0,0.0,0.0,-0.67,1.31,0.0
20230201:0310,0.0,0.0,0.0,-0.44,1.24,0.0
20230201:0410,0.0,0.0,0.0,0.9,1.1,0.0
20230201:0510,0.0,0.0,0.0,1.88,1.03,0.0
20230201:0610,0.0,0.0,0.0,2.21,0.97,0.0
20230201:0710,264.91,309.68,6.95,0.55,1.1,0.0
20230201:0810,504.67,590.86,15.82,2.32,0.55,0.0
20230201:0910,487.95,579.46,23.1,4.74,0.34,0.0
20230201:1010,745.68,925.65,28.14,6.31,0.69,0.0
20230201:1110,740.03,916.77,30.35,7.26,0.97,0.0
20230201:1210,688.16,840.95,29.41,7.6,1.24,0.0
20230201:1310,584.14,702.17,25.45,7.77,1.38,0.0
20230201:1410,416.74,497.49,19.0,7.57,1.45,0.0
20230201:1510,23.75,41.56,10.71,6.93,1.1,0.0
20230201:1610,0.0,0.0,0.0,5.79,0.97,0.0
20230201:1710,0.0,0.0,0.0,4.18,1.1,0.0
20230201:1810,0.0,0.0,0.0,3.41,1.1,0.0
20230201:1910,0.0,0.0,0.0,4.07,0.9,0.0
20230201:2010,0.0,0.0,0.0,3.7,0.9,0.0
20230201:2110,0.0,0.0,0.0,3.38,0.83,0.0
20230201:2210,0.0,0.0,0.0,2.53,1.03,0.0
20230201:2310,0.0,0.0,0.0,2.07,1.03,0.0
20230202:0010,0.0,0.0,0.0,1.78,1.1,0.0
20230202:0110,0.0,0.0,0.0,1.54,1.1,0.0
20230202:0210,0.0,0.0,0.0,1.03,1.17,0.0
20230202:0310,0.0,0.0,0.0,0.46,1.17,0.0
20230202:0410,0.0,0.0,0.0,-0.37,1.31,0.0
20230202:0510,0.0,0.0,0.0,-0.89,1.31,0.0
20230202:0610,0.0,0.0,0.0,-1.11,1.24,0.0
20230202:0710,282.61,328.79,7.14,-0.08,1.03,0.0
20230202:0810,515.49,603.25,16.04,2.2,0.62,0.0
20230202:0910,639.13,775.63,23.34,5.3,0.48,0.0
20230202:1010,732.03,907.09,28.41,7.1,0.83,0.0
20230202:1110,739.84,918.34,30.64,8.18,1.1,0.0
20230202:1210,685.13,843.05,29.7,8.98,1.24,0.0
20230202:1310,595.21,722.5,25.73,9.21,1.31,0.0
20230202:1410,419.66,505.09,19.27,9.15,1.38,0.0
20230202:1510,24.22,42.42,10.95,8.63,1.1,0.0
20230202:1610,0.0,0.0,0.0,7.5,0.83,0.0
20230202:1710,0.0,0.0,0.0,6.7,0.48,0.0
20230202:1810,0.0,0.0,0.0,5.98,0.41,0.0
20230202:1910,0.0,0.0,0.0,5.86,0.48,0.0
20230202:2010,0.0,0.0,0.0,5.1,0.9,0.0
20230202:2110,0.0,0.0,0.0,4.09,1.03,0.0
20230202:2210,0.0,0.0,0.0,3.14,1.1,0.0
20230202:2310,0.0,0.0,0.0,2.43,1.17,0.0
20230203:0010,0.0,0.0,0.0,1.9,1.24,0.0
20230203:0110,0.0,0.0,0.0,1.82,1.24,0.0
20230203:0210,0.0,0.0,0.0,1.28,1.38,0.0
20230203:0310,0.0,0.0,0.0,0.53,1.45,0.0
20230203:0410,0.0,0.0,0.0,-0.34,1.52,0.0
20230203:0510,0.0,0.0,0.0,-1.22,1.59,0.0
20230203:0610,0.0,0.0,0.0,-1.87,1.59,0.0
20230203:0710,243.5,284.09,7.33,-0.43,1.31,0.0
20230203:0810,510.86,598.63,16.26,2.97,0.76,0.0
20230203:0910,473.67,567.79,23.59,7.09,0.41,0.0
20230203:1010,668.81,837.73,28.68,9.44,0.41,0.0
20230203:1110,731.33,918.32,30.93,10.56,1.1,0.0
20230203:1210,683.99,850.4,29.99,10.95,1.24,0.0
20230203:1310,587.07,718.19,26.02,10.94,1.31,0.0
20230203:1410,420.68,510.55,19.53,10.62,1.24,0.0
20230203:1510,26.07,45.02,11.2,9.96,1.1,0.0
20230203:1610,0.0,0.0,0.0,8.56,1.03,0.0
20230203:1710,0.0,0.0,0.0,6.81,0.83,0.0
20230203:1810,0.0,0.0,0.0,6.14,0.83,0.0
20230203:1910,0.0,0.0,0.0,5.74,0.76,0.0
20230203:2010,0.0,0.0,0.0,5.08,0.76,0.0
20230203:2110,0.0,0.0,0.0,4.52,0.76,0.0
20230203:2210,0.0,0.0,0.0,4.12,0.76,0.0
20230203:2310,0.0,0.0,0.0,3.72,0.83,0.0
20230204:0010,0.0,0.0,0.0,3.04,1.03,0.0
20230204:0110,0.0,0.0,0.0,2.1,1.1,0.0
20230204:0210,0.0,0.0,0.0,1.33,1.17,0.0
20230204:0310,0.0,0.0,0.0,1.02,1.17,0.0
20230204:0410,0.0,0.0,0.0,1.48,1.1,0.0
20230204:0510,0.0,0.0,0.0,1.99,1.1,0.0
20230204:0610,0.0,0.0,0.0,1.71,1.17,0.0
20230204:0710,174.85,210.56,7.53,1.56,1.1,0.0
20230204:0810,505.85,595.04,16.49,4.05,0.83,0.0
20230204:0910,651.76,790.08,23.84,7.02,1.1,0.0
20230204:1010,744.2,920.93,28.96,8.65,1.38,0.0
20230204:1110,740.27,924.76,31.23,10.4,1.38,0.0
20230204:1210,682.92,850.41,30.29,11.77,1.38,0.0
20230204:1310,621.05,763.36,26.3,12.39,1.79,0.0
20230204:1410,451.44,549.09,19.8,11.86,1.79,0.0
20230204:1510,23.96,42.42,11.45,10.73,1.59,0.0
20230204:1610,0.0,2.6,1.83,8.92,2.21,0.0
20230204:1710,0.0,0.0,0.0,7.01,2.69,0.0
20230204:1810,0.0,0.0,0.0,5.72,2.9,0.0
20230204:1910,0.0,0.0,0.0,5.82,2.97,0.0
20230204:2010,0.0,0.0,0.0,4.75,3.03,0.0
20230204:2110,0.0,0.0,0.0,3.91,2.9,0.0
20230204:2210,0.0,0.0,0.0,3.24,2.69,0.0
20230204:2310,0.0,0.0,0.0,2.54,2.34,0.0
20230205:0010,0.0,0.0,0.0,1.59,1.86,0.0
20230205:0110,0.0,0.0,0.0,0.22,1.66,0.0
20230205:0210,0.0,0.0,0.0,-0.95,1.59,0.0
20230205:0310,0.0,0.0,0.0,-1.69,1.45,0.0
20230205:0410,0.0,0.0,0.0,-2.21,1.45,0.0
20230205:0510,0.0,0.0,0.0,-2.66,1.45,0.0
20230205:0610,0.0,0.0,0.0,-2.96,1.45,0.0
20230205:0710,318.02,363.98,7.74,-2.37,1.45,0.0
20230205:0810,548.11,632.21,16.72,0.6,1.38,0.0
20230205:0910,696.15,824.2,24.1,2.52,1.52,0.0
20230205:1010,796.11,958.66,29.25,3.61,1.86,0.0
20230205:1110,797.28,962.23,31.53,4.59,2.07,0.0
20230205:1210,740.12,886.47,30.59,5.13,2.14,0.0
20230205:1310,631.64,744.86,26.59,5.19,2.28,0.0
20230205:1410,451.38,528.58,20.08,4.87,2.28,0.0
20230205:1510,27.58,45.89,11.7,4.09,2.07,0.0
20230205:1610,0.0,3.46,2.06,2.82,1.59,0.0
20230205:1710,0.0,0.0,0.0,1.12,1.38,0.0
20230205:1810,0.0,0.0,0.0,-0.67,1.24,0.0
20230205:1910,0.0,0.0,0.0,-0.71,1.17,0.0
20230205:2010,0.0,0.0,0.0,-1.46,1.17,0.0
20230205:2110,0.0,0.0,0.0,-2.16,1.17,0.0
20230205:2210,0.0,0.0,0.0,-2.71,1.24,0.0
20230205:2310,0.0,0.0,0.0,-3.08,1.31,0.0
20230206:0010,0.0,0.0,0.0,-3.43,1.38,0.0
20230206:0110,0.0,0.0,0.0,-3.61,1.45,0.0
20230206:0210,0.0,0.0,0.0,-3.79,1.45,0.0
20230206:0310,0.0,0.0,0.0,-3.91,1.45,0.0
20230206:0410,0.0,0.0,0.0,-4.01,1.45,0.0
20230206:0510,0.0,0.0,0.0,-4.05,1.45,0.0
20230206:0610,0.0,0.0,0.0,-4.08,1.38,0.0
20230206:0710,0.0,0.0,0.0,-3.25,1.17,0.0
20230206:0810,566.45,649.9,16.95,-0.67,1.45,0.0
20230206:0910,609.86,705.59,24.36,0.84,1.79,0.0
20230206:1010,825.45,990.27,29.54,2.0,1.86,0.0
20230206:1110,752.91,900.39,31.83,2.7,1.66,0.0
20230206:1210,733.0,879.54,30.9,3.18,1.38,0.0
20230206:1310,375.86,437.64,26.89,3.26,1.31,0.0
20230206:1410,421.81,493.3,20.35,3.05,1.31,0.0
20230206:1510,28.49,46.75,11.96,2.53,1.24,0.0
20230206:1610,0.0,3.46,2.3,1.63,1.1,0.0
20230206:1710,0.0,0.0,0.0,0.19,1.31,0.0
